;image;Rep;Is; areaTotal; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; areaPrim; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; areaLat; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; EDMmax; LatDiam
1564;sim-0.15-0.3-20-0.3-2-0.5-0.6-20 ;4;Data;16581;147;905;0.16243094;0.63716424;0.36802322;0.49281067;0.35474223;0.14353077;0.030381983;33435.375;31428.572;23231.293;5.0261793;21.08559;26.729034;135;14.235;26;15.669642;25;7.825893;16;1.5155555;5;65.53846;206;56;0.061878454;74;20;44;45;91;29;117;68;46;3;1838;115;903;0.12735327;0.67407864;0.3518522;0.065478496;0.055030428;0.015036133;0.0053367;5156.522;4843.478;3069.5652;11.172204;227.85303;455.70605;551;3.2465117;8;2.8454545;7;1.5945946;4;1.0859375;2;21.361446;99;423;0.46843854;64;41;59;29;0;14;45;9;44;115;3001;146;661;0.22087745;0.52828854;0.4410862;0.076414704;0.06694945;0.048012067;0.015241452;3890.411;4664.384;3616.4385;35.85576;170.07352;338.95428;1562;4.6791043;10;7.239264;15;4.267081;10;2.330986;6;19.972029;72;1467;2.2193646;67;10;46;69;81;19;119;83;45;1;8;1
1569;sim-0.15-0.3-20-0.3-2-0.5-0.8-20 ;4;Data;30832;176;1239;0.14205004;0.6408309;0.3604043;0.6842154;0.42044464;0.14468578;0.024263803;51659.09;53448.863;36164.773;6.6688986;11.62005;19.510967;91;18.09929;37;21.23052;36;9.696078;21;1.2;4;95.32912;304;1;8.07E-04;82;13;47;96;95;33;137;90;10;4;3016;110;1234;0.089141004;0.87161803;0.3271853;0.08852026;0.07389138;0.019073892;0.005279693;8881.818;8590.909;4172.727;14.691124;310.26602;310.8413;1128;3.3916085;9;2.7388315;8;1.587963;4;1;1;35.125;124;839;0.67990273;62;29;51;0;59;1;59;24;110;1;4997;174;926;0.18790497;0.53946334;0.4371799;0.05179283;0.072938286;0.04924812;0.01409442;4879.3105;6896.552;5764.3677;38.156223;236.13556;471.10297;2817;5.595122;17;8.16087;15;5.420354;11;2.627907;7;28.20349;84;2174;2.347732;96;29;25;60;94;25;123;113;73;1;13;1
1574;sim-0.15-0.3-20-0.3-2-0.5-1-20 ;4;Data;57672;160;1570;0.10191083;0.704291;0.3724253;0.87900615;0.6467979;0.28943872;0.047044504;90775;107262.5;72862.5;6.4769874;9.500263;16.028606;83;14.681318;38;18.670076;40;8.907455;20;2.0357144;9;124.792595;360;1;6.37E-04;77;4;50;51;79;30;135;89;36;6;4484;108;1562;0.069142126;0.8195353;0.36287582;0.09387411;0.06590754;0.033336554;0.009054256;9527.777;10407.407;7935.185;16.218065;391.93112;782.8646;1456;3.6880467;20;3.4386423;15;2.2218935;8;1.2419355;6;48.932434;196;1014;0.6491677;55;17;46;45;50;1;85;19;8;1;5440;159;1282;0.12402496;0.5571807;0.42577574;0.021287128;0.05147059;0.053047135;0.011533202;5641.5093;5924.5283;6842.767;30.796495;323.4826;645.9729;2669;4.9430604;14;6.4545455;16;4.172524;10;1.8970588;6;33.515923;104;1904;1.4851794;101;46;52;60;68;14;84;59;54;1;21;2
1579;sim-0.15-0.3-20-0.3-2-1-0.6-20 ;4;Data;16923;261;908;0.28744492;0.47172317;0.3500947;0.2811279;0.21720092;0.07548079;0.013829095;20808.43;18509.578;12252.874;8.932782;27.359821;46.285023;299;18.338308;28;16.168888;25;6.72;16;1.3022223;3;35.94922;225;155;0.17070484;98;42;67;87;98;71;144;101;20;3;1461;168;904;0.18584071;0.71021765;0.3697132;0.03322615;0.015873726;0.014884145;0.004723894;2630.9524;1571.4286;1178.5714;10.65702;229.86952;459.73904;441;2.7142856;7;2.072165;5;1.3641618;3;1.0696203;2;13.096154;94;351;0.38827434;85;3;41;48;59;14;127;32;18;1;3527;257;665;0.38646618;0.44767433;0.38976508;0.067369655;0.048306495;0.028677769;0.006102457;3077.821;3529.1829;2575.8755;40.894592;179.2038;357.11343;1670;6.8627453;16;8.067073;15;4.5487804;9;1.9411764;5;13.751004;43;1829;2.750376;93;23;29;77;121;74;206;169;52;4;7;1
1584;sim-0.15-0.3-20-0.3-2-1-0.8-20 ;4;Data;32909;260;1240;0.20967741;0.55659986;0.3472537;0.4876247;0.27107292;0.10337638;0.025721557;36700;35557.69;22565.385;6.3359256;17.72912;27.88733;103;24.679577;43;24.058441;41;8.831169;20;1.4155844;6;74.21849;281;1;8.06E-04;87;43;64;101;144;62;214;149;76;4;2561;202;1235;0.16356276;0.6126001;0.33834726;0.066236384;0.025486397;0.00804594;0.002594049;4341.584;3658.4158;1722.7722;6.6951094;313.18045;626.19885;698;3.6279864;10;2.759322;8;1.508;4;1.0465117;2;16.306667;149;732;0.5927125;93;20;101;72;0;18;101;2;1;202;6688;259;920;0.28152174;0.48025334;0.3995867;0.054638296;0.06400137;0.04046184;0.013545362;4664.093;5984.556;4749.0347;37.13143;239.00836;478.01672;3287;8.425234;18;11.75;25;6.245614;15;2.541872;8;25.190662;75;3363;3.6554348;79;8;46;97;160;75;231;163;111;14;11;1
1589;sim-0.15-0.3-20-0.3-2-1-1-20 ;4;Data;69100;275;1570;0.17515923;0.5847327;0.3504738;0.69364595;0.42716682;0.18491942;0.033289056;71294.55;69309.09;46814.547;10.979476;10.853658;18.030087;120;25.739012;50;26.43734;48;11.619537;27;1.9566326;8;98.8189;378;1;6.37E-04;87;20;92;116;148;86;231;124;94;6;4369;210;1556;0.13496144;0.67061055;0.33286816;0.06866556;0.035945874;0.012281876;0.003517896;6442.857;5652.381;3847.6191;13.457613;392.59393;785.0535;1411;4.664042;16;3.915344;10;2.0064936;6;1.1188525;3;23.873564;213;1215;0.7808483;118;29;109;129;119;3;164;22;1;1;9017;273;1271;0.2147915;0.5237151;0.39211208;0.042560592;0.061271925;0.04086352;0.009834729;6128.205;7446.886;6076.923;33.46388;325.39975;650.5882;4405;8.433775;18;11.31962;21;5.8757963;14;2.4572492;6;32.05904;86;4082;3.2116444;82;33;80;132;131;93;208;140;69;35;15;2
1594;sim-0.15-0.3-20-0.3-4-0.5-0.6-20 ;4;Data;11426;126;908;0.13876653;0.6500546;0.3820536;0.40283614;0.2908863;0.1104604;0.023227228;26428.572;25587.3;18642.857;2.7829995;38.25631;71.67037;185;9.343284;18;10.16;18;4.386667;10;1.2311112;2;49.618183;228;119;0.13105726;64;21;42;65;86;18;90;81;10;4;1257;72;905;0.07955801;0.92139024;0.39878824;0.048106767;0.03508224;0.032582864;0.006913692;3763.889;3180.5557;2888.889;9.041721;227.71254;454.42822;350;1.5325444;4;1.5343137;5;1.2312925;3;1;1;18.425;90;252;0.27845305;43;0;13;37;0;8;42;38;1;72;1695;125;625;0.2;0.5412979;0.4333286;0.03989899;0.053161044;0.037118245;0.007040906;1808;3584;3056;35.99381;160.22797;319.2773;872;2.7863247;8;4.8026314;10;2.9527028;7;1.4090909;3;13.393442;50;847;1.3552;56;21;49;81;57;26;66;37;9;3;9;1
1599;sim-0.15-0.3-20-0.3-4-0.5-0.8-20 ;4;Data;22948;168;1240;0.13548388;0.55829096;0.37333375;0.39480874;0.3320837;0.11659105;0.029161077;37059.523;41053.57;26583.334;2.6469386;29.3117;42.702694;64;12.455831;27;14.334415;23;5.9805193;14;1.4383117;5;71.375;342;1;8.06E-04;57;1;38;49;54;37;129;65;56;4;2175;110;1234;0.089141004;0.6233877;0.36857897;0.048150323;0.03991544;0.018094983;0.008115675;5454.5454;5554.5454;2081.818;7.054424;156.25104;310.8413;573;2.7083333;9;2.4948454;9;1.6337448;3;1.1910112;2;24.767443;104;371;0.3006483;44;26;48;36;35;18;48;32;47;1;3293;167;922;0.18112798;0.45338687;0.4176922;0.030307006;0.050556384;0.03227502;0.008756706;3275.4492;4592.8145;4293.413;27.620653;234.78714;468.59045;1718;4.4072165;11;5.39738;11;3.7737556;9;1.4944445;3;19.521212;68;1419;1.5390456;46;7;38;112;46;60;151;73;1;2;11;1
1604;sim-0.15-0.3-20-0.3-4-0.5-1-20 ;4;Data;42737;136;1571;0.08656906;0.63970685;0.36722216;0.61227405;0.47723377;0.2911887;0.06337068;85286.766;73536.766;49345.59;4.054408;21.075241;31.437845;62;12.71978;25;13.606138;26;6.208226;12;1.832061;8;115.02631;306;1;6.37E-04;49;17;27;48;63;39;108;77;20;6;2825;114;1563;0.07293666;0.58117837;0.35512656;0.04931077;0.029599847;0.026569284;0.005109003;6868.421;4692.9824;2675.4385;8.538794;392.07397;784.0746;835;3.0546448;9;2.584;8;1.5247525;6;1.1397849;3;27.79;139;579;0.37044147;46;8;51;47;56;22;83;21;9;1;4332;135;1273;0.1060487;0.4817397;0.4057178;0.05870635;0.05152537;0.035006355;0.013315878;5385.185;7311.1113;5985.185;24.537157;320.8068;640.6192;2112;4.557554;12;5.2761903;13;3.0844595;8;1.6048387;5;32.05263;94;1488;1.1688924;38;34;33;47;46;58;98;63;40;2;16;2
1609;sim-0.15-0.3-20-0.3-4-1-0.6-20 ;4;Data;12508;231;908;0.2544053;0.47896618;0.37063977;0.31222245;0.15245986;0.061119493;0.016576065;17558.441;13913.42;10731.602;3.6719215;38.42883;114.31765;91;11.247525;20;10.2711115;18;4.6977777;10;1.2488889;4;27.506912;227;43;0.04735683;60;39;61;64;68;53;192;91;62;3;1299;128;891;0.14365882;0.7253506;0.38371268;0.031717747;0.024143673;0.011164217;0.008919444;2968.75;1742.1875;1453.125;4.3677273;225.28427;450.56854;316;2.154229;6;1.4132653;5;1.2204725;3;1.0197369;2;14.955882;94;230;0.25813693;31;8;4;0;9;14;26;71;128;1;1786;230;640;0.359375;0.46115682;0.41207656;0.04660088;0.027345918;0.016161894;0.004458651;1691.3043;2073.913;1460.8695;35.06615;170.18813;340.03677;908;3.216418;9;4.656051;10;2.9054055;7;1.3655914;3;7.886878;34;884;1.38125;85;88;52;100;35;21;107;152;1;5;8;1
1614;sim-0.15-0.3-20-0.3-4-1-0.8-20 ;4;Data;22619;228;1239;0.18401937;0.5887766;0.35623005;0.42457175;0.1931649;0.07899288;0.02405105;28605.264;26973.684;17513.158;2.9246857;48.95135;67.65189;70;14.858657;25;14.107142;28;5.359477;15;1.1354839;5;49.490654;324;1;8.07E-04;82;42;91;88;123;82;168;87;35;4;1619;189;1208;0.15645695;0.6294744;0.3599687;0.045103546;0.017129794;0.006018717;0.001801687;2592.5925;2433.8625;2015.873;2.659873;305.79077;306.83072;344;2.3100774;8;2.0451128;7;1.4260089;5;1;1;15.673267;167;305;0.25248346;89;98;89;0;109;14;22;1;189;1;3866;227;916;0.24781659;0.5403666;0.3965299;0.033395175;0.04030292;0.024461133;0.011190293;2898.6785;3889.868;2629.956;40.517193;235.98729;471.97458;1972;5.110577;13;7.079295;16;3.5336323;8;1.7853107;5;16.902222;54;2234;2.4388647;75;48;63;67;0;109;171;161;77;227;13;1
1619;sim-0.15-0.3-20-0.3-4-1-1-20 ;4;Data;49761;231;1571;0.1470401;0.6045133;0.36477548;0.5751926;0.33090124;0.1559714;0.04077778;54354.977;58571.43;37909.09;5.2442555;19.600971;32.09894;85;16.903847;31;16.83376;33;7.4910026;15;1.8880407;9;77.92417;398;1;6.37E-04;109;5;62;102;130;45;216;131;72;6;2511;198;1563;0.12667947;0.5875512;0.36368436;0.04211691;0.021011177;0.007308431;0.002861094;3560.606;3454.5454;2464.6465;4.1506824;394.18396;395.2389;658;2.6453488;10;2.5363128;10;1.4329897;6;1.1185567;3;16.104576;141;588;0.3761996;104;23;84;89;116;21;124;17;1;1;6037;230;1226;0.18760195;0.54095143;0.39722654;0.035372302;0.039217107;0.030544108;0.013090404;4434.7827;5165.2173;4039.1304;31.476326;312.4308;623.69385;2841;6.6190476;15;7.6032786;15;4.06734;11;1.9926199;5;25.894737;90;2893;2.3597064;104;22;39;82;103;62;205;170;128;40;15;2
1624;sim-0.15-0.3-20-1-2-0.5-0.6-20 ;4;Data;51026;196;1098;0.17850637;0.5772061;0.35709167;0.86861247;0.69778746;0.26822394;0.054904453;73785.71;78617.34;52066.33;6.993629;4.8805604;8.1380415;266;30.600807;55;31.597069;46;14.483395;31;3.609489;12;118.077774;313;177;0.16120219;66;13;52;51;98;53;182;104;91;3;6474;180;1096;0.16423358;0.5422408;0.33036244;0.1380697;0.107519105;0.02966924;0.005915746;11211.111;12822.223;6377.778;22.381824;277.67065;555.3413;2094;9.507576;19;8.996324;20;3.5758755;10;1.6481482;4;38.849056;165;1666;1.5200729;73;53;53;51;0;35;94;70;89;180;5966;193;864;0.22337963;0.5521504;0.40664577;0.052233428;0.06618126;0.060739435;0.01710446;5207.254;5227.9795;6663.2124;40.140602;221.48814;442.75613;3098;8.814433;20;8.887851;17;6.9299064;15;2.3969073;9;29.645502;89;3074;3.5578704;49;6;39;96;118;64;168;116;45;2;16;1
1629;sim-0.15-0.3-20-1-2-0.5-0.8-20 ;4;Data;88631;216;1485;0.14545454;0.5692308;0.36261332;0.9592199;0.7845711;0.35374004;0.058069903;108907.41;115189.81;84027.78;5.577418;4.4128103;7.8198514;134;29.857971;70;34.214092;56;18.867208;39;2.9918919;11;156.45226;381;1;6.73E-04;66;21;49;81;119;60;182;116;53;5;10322;176;1480;0.11891892;0.60570645;0.35019895;0.10020306;0.11308903;0.054336943;0.009127514;13909.091;16943.182;11659.091;22.84754;372.60703;250.80836;3366;9.938719;28;10.8125;24;5.065395;16;1.5875913;7;62.213837;189;2419;1.6344595;67;43;35;67;105;28;114;108;35;1;7462;215;1147;0.1874455;0.5268355;0.43317518;0.015012305;0.03800033;0.061955485;0.021160705;4567.442;4395.3486;5702.3257;38.213707;146.72508;292.74304;4179;7.079245;18;8.803509;19;6.597173;14;3.043956;9;33.43662;101;3356;2.9258935;64;27;45;103;100;59;180;141;71;31;22;1
1634;sim-0.15-0.3-20-1-2-0.5-1-20 ;4;Data;135767;191;1900;0.10052632;0.57219046;0.36810204;0.9982155;0.95292604;0.5447031;0.09435135;168863.88;180895.28;148554.97;7.6667595;5.1538105;7.56285;109;19.268456;72;22.211416;55;15.167019;35;2.9429176;20;160.53757;323;1;5.26E-04;62;15;20;63;90;74;155;127;53;6;9475;181;1878;0.09637912;0.521328;0.3620123;0.040548492;0.06774895;0.04771553;0.007210957;10292.817;12696.133;11403.314;29.97458;472.2457;943.3992;2896;6.8708973;34;7.861111;28;4.263499;17;1.6335878;6;57.8125;164;1945;1.0356762;63;41;39;65;0;56;107;85;40;181;6539;183;1577;0.11604312;0.48789108;0.4484748;0.00119031;0.009730084;0.045206863;0.020443156;3136.612;1551.9126;4054.6448;32.69991;397.66946;794.34564;3079;4.5365167;11;4.6836734;12;4.783163;11;2.6626139;8;34.77095;104;2163;1.3715917;57;14;22;47;77;72;154;118;54;20;62;2
1639;sim-0.15-0.3-20-1-2-1-0.6-20 ;4;Data;56727;308;1099;0.28025478;0.52417564;0.34311184;0.744098;0.47133094;0.17481449;0.037082627;56490.258;52850.65;34659.09;9.433764;6.3054852;11.505153;484;44.814518;72;41.61905;66;16.97048;33;3.64;10;94.79866;300;295;0.26842585;66;17;84;105;146;134;271;141;89;3;6242;270;1054;0.256167;0.55228204;0.35381332;0.10359977;0.062211376;0.020312589;0.006275484;7355.5557;6896.2964;4414.815;16.7939;272.61694;544.01654;1851;9.177607;21;7.652672;18;3.9442232;10;2.062745;4;26.668161;123;1743;1.6537002;124;69;70;125;132;29;163;111;45;1;9974;307;866;0.35450345;0.49770153;0.37045392;0.0686058;0.09199297;0.053618282;0.014733715;7032.573;7429.9673;5941.368;39.49152;230.25638;459.57047;4686;15.204878;33;16.32558;29;9.215962;21;3.0621762;10;30.32459;94;4538;5.240185;67;22;59;91;117;130;269;175;125;2;15;1
1644;sim-0.15-0.3-20-1-2-1-0.8-20 ;4;Data;106736;323;1486;0.21736205;0.5856874;0.34695965;0.8509291;0.6215255;0.2684428;0.04946116;94866.875;92380.805;63368.42;7.940863;4.863991;8.031867;211;53.234783;91;54.972973;86;23.942934;49;3.4663072;12;160.18954;438;1;6.73E-04;126;33;71;147;166;99;275;207;63;4;11876;277;1419;0.1952079;0.6305579;0.33950216;0.109290175;0.09023995;0.033791486;0.0064202;12422.383;12754.513;7512.6353;21.587614;183.51431;362.85724;3770;13.339233;32;12.167139;31;5.3589745;13;2.0147603;5;48.476395;262;3737;2.6335447;122;3;52;147;0;33;240;150;25;277;15251;323;1164;0.27749142;0.5296407;0.40020606;0.045825012;0.07944253;0.07370116;0.019714298;8315.789;8817.338;8287.926;41.196194;302.0629;303.18094;7362;14.831541;31;18.359861;29;11.778546;23;4.01476;11;43.828125;101;7208;6.19244;136;40;49;77;151;92;265;240;154;24;26;1
1649;sim-0.15-0.3-20-1-2-1-1-20 ;4;Data;193106;331;1900;0.17421053;0.5980671;0.35315302;0.9727968;0.81999034;0.41599658;0.07015009;153042.3;155737.16;114543.805;13.142425;4.33299;7.478771;178;41.691277;83;48.34038;87;26.513742;53;3.4397464;16;181.32143;458;1;5.26E-04;115;37;83;116;168;123;292;185;79;5;15346;291;1865;0.15603217;0.6111146;0.34266394;0.072822966;0.08198397;0.035592675;0.007673587;13185.567;15312.715;9518.9;29.100838;472.67114;475.78268;5342;12.507692;33;12.635776;37;5.3809524;22;1.895288;8;58.77778;196;4455;2.38874;108;58;64;124;0;65;199;159;19;291;15869;330;1555;0.21221864;0.51962537;0.42889702;0.012735087;0.04290805;0.06150257;0.01910217;6054.5454;6318.1816;8409.091;37.93255;397.7562;266.04422;7520;10.176;23;13.310078;25;10.877922;20;4.4438043;14;44.978657;107;6870;4.4180064;116;3;46;78;0;118;303;253;182;330;41;2
1654;sim-0.15-0.3-20-1-4-0.5-0.6-20 ;4;Data;41307;181;1098;0.16484517;0.5552545;0.37071586;0.75135845;0.52908266;0.2670917;0.05693673;62375.69;62359.117;40226.52;4.050453;9.341263;17.16993;202;23.258064;43;25.19414;42;12.450185;24;3.3613138;8;105.12346;242;62;0.056466304;50;4;21;31;21;57;170;118;90;4;4932;157;1095;0.143379;0.5112679;0.35952425;0.09443156;0.07153543;0.034799926;0.010687181;8955.414;7891.7197;5324.841;11.717503;276.90433;553.66504;1508;7.0496182;14;6.029412;12;3.2172284;9;1.8380952;5;33.822697;137;1149;1.0493151;55;22;9;25;10;10;103;98;82;1;4330;180;855;0.21052632;0.5002746;0.41790152;0.042294476;0.05914736;0.043300007;0.01554512;4350;4727.778;4233.3335;37.355064;218.68013;437.36026;2241;6.139785;14;7.2405663;14;5.162679;11;2.2023122;6;23.460674;58;2296;2.6853802;75;10;15;53;29;38;151;124;57;1;11;1
1659;sim-0.15-0.3-20-1-4-0.5-0.8-20 ;4;Data;65870;202;1487;0.13584398;0.56639826;0.36908078;0.9334942;0.6093155;0.2358483;0.05088293;88247.52;94856.44;67683.17;4.7272243;7.143046;12.545329;112;24.591305;49;25.305405;54;12.171196;37;2.8817205;10;127.66304;340;1;6.72E-04;67;33;53;77;108;60;141;115;62;4;6337;157;1481;0.10600945;0.6036718;0.36175635;0.09854203;0.07466426;0.032090534;0.006468503;11000;11388.535;7859.8726;19.557375;373.15012;252.2183;1917;6.5835695;22;5.7929153;16;3.4223433;11;1.7938596;5;41.425674;179;1379;0.9311276;68;46;59;71;0;31;106;54;28;157;6625;200;1159;0.17256255;0.512057;0.39563742;0.017362328;0.054453418;0.05290894;0.013334005;5270;6055;6365;34.702026;294.27878;295.39682;3797;7.5057473;16;8.263889;17;5.5017667;12;1.9267242;5;32.18182;116;2705;2.3339086;52;26;31;86;125;89;157;119;46;1;26;1
1664;sim-0.15-0.3-20-1-4-0.5-1-20 ;4;Data;109397;165;1899;0.08688784;0.62486255;0.3661861;0.9874346;0.8957127;0.45519242;0.112738654;160836.36;169054.55;124139.39;4.664377;5.8111544;9.939113;96;17.40583;52;20.24313;51;11.019108;36;2.7431579;7;166.5944;326;1;5.27E-04;41;3;24;56;90;78;152;111;47;6;7884;159;1866;0.085209005;0.51829034;0.36067554;0.05053119;0.06917023;0.036717385;0.009417953;11886.792;12232.704;8559.748;21.8548;468.70993;936.4235;2398;6.543237;25;6.112069;18;2.9202733;15;1.6192894;5;49.267517;178;1607;0.86120045;51;39;54;60;0;60;104;57;39;159;6057;161;1512;0.106481485;0.5115036;0.43951198;0.002216385;0.016057216;0.05108437;0.021993432;2652.1738;2801.2422;4639.7515;34.01438;380.21704;760.3269;2907;4.4479494;13;5.7173333;14;4.462567;13;2.0922508;6;37.26282;101;2044;1.3518518;55;8;40;91;84;76;141;85;28;2;44;2
1669;sim-0.15-0.3-20-1-4-1-0.6-20 ;4;Data;42081;301;1101;0.27338782;0.54369706;0.35666025;0.62035686;0.37624046;0.1258257;0.022693476;43385.383;43382.06;27455.15;3.514173;10.742268;27.439146;335;28.408;48;27.652014;44;11.296703;22;2.9635036;8;64.56401;355;161;0.1462307;140;21;90;126;151;71;244;116;55;3;4944;247;1097;0.22515953;0.61963135;0.36529532;0.080909766;0.056282133;0.01693773;0.00418556;5858.3;6259.1094;4449.3926;10.648766;281.90247;562.82947;1208;6.361624;16;6.2757354;14;3.4344568;9;1.815534;4;25.44385;207;966;0.8805834;131;35;109;110;135;22;149;79;53;1;5349;300;841;0.35671818;0.4998146;0.36820564;0.06052568;0.054923173;0.030823411;0.005319088;4386.6665;4833.3335;3200;39.79838;223.93303;446.92392;2708;9.063492;19;10.043269;18;4.712195;11;1.875;6;17.549828;50;2839;3.3757432;124;44;71;137;173;66;220;150;70;6;13;1
1674;sim-0.15-0.3-20-1-4-1-0.8-20 ;4;Data;76244;321;1485;0.21616162;0.5911551;0.35529992;0.7558277;0.43595544;0.17799748;0.03623521;72451.71;68233.65;42507.79;6.084435;9.98849;15.375382;145;38.069565;71;38.425476;64;15.886179;33;3.337838;11;113.31475;355;1;6.73E-04;141;10;83;147;168;56;301;170;70;4;7466;223;1479;0.15077755;0.78984374;0.33925804;0.09626719;0.06096362;0.021724172;0.006763259;10547.085;8950.673;5448.4307;10.309109;374.21384;748.4277;2091;7.592179;21;6.1847825;21;3.239011;9;1.6724739;7;43.096775;197;1968;1.3306288;86;45;75;84;103;34;122;71;19;1;11231;320;1136;0.28169015;0.54513085;0.40622404;0.046269327;0.074867405;0.05348415;0.011801262;7181.25;8146.875;6453.125;38.32776;295.05255;590.1051;5472;11.652;26;14.865249;24;9.592198;22;3.297959;12;34.11182;91;5674;4.994718;128;40;55;65;152;108;269;216;168;2;23;1
1679;sim-0.15-0.3-20-1-4-1-1-20 ;4;Data;143662;310;1900;0.1631579;0.56563187;0.36230662;0.89535683;0.6489025;0.29556558;0.07053286;125964.516;125970.97;85693.55;7.879957;8.021192;11.911395;149;35.455357;91;37.60888;68;17.95349;39;3.6215644;15;151.78621;420;1;5.26E-04;109;45;9;91;118;94;245;263;124;5;10240;270;1857;0.1453958;0.5787681;0.36469528;0.067388155;0.05713549;0.023682762;0.005923984;10040.741;10437.037;7155.5557;22.003792;469.94574;938.7577;3143;8.470983;29;7.655844;22;3.9761906;17;2.02;9;42.51064;179;2712;1.46042;124;75;86;142;116;51;173;132;40;1;13565;308;1578;0.19518378;0.5056425;0.3953834;0.022933668;0.060568795;0.04623503;0.01477995;7883.1167;8821.429;7490.26;36.989216;402.4351;803.8887;6547;10.2739725;22;12.590331;23;8.44359;18;2.667683;8;42.215687;122;5968;3.7820024;92;42;39;62;114;124;243;257;145;1;45;2
1684;sim-0.15-0.3-30-0.3-2-0.5-0.6-20 ;4;Data;35249;199;1374;0.14483261;0.587088;0.34332952;0.40417036;0.36406326;0.16366358;0.028207656;49542.715;48919.598;32874.37;7.4059405;20.216352;25.941605;336;23.640379;39;25.444445;43;10.823529;20;1.3440233;4;112.9558;335;193;0.1404658;76;7;38;65;106;56;174;120;49;3;3691;161;1371;0.117432535;0.6129085;0.32753167;0.04774392;0.04390783;0.02104758;0.00538979;6956.522;5813.6646;3049.6895;11.2037115;345.44174;690.7655;1260;4.6666665;11;3.7142856;11;1.8019481;5;1.2142857;2;25.978102;106;1011;0.73741794;75;1;41;49;0;26;152;52;47;161;7680;197;1009;0.1952428;0.49753594;0.4204369;0.079132356;0.07398438;0.06297565;0.018822769;6467.005;8142.132;6928.934;37.960533;257.8934;514.421;4269;8.365957;18;11.432;19;7.16;14;3.1493776;8;38.08205;101;3503;3.4717543;69;16;29;60;94;67;147;119;94;37;7;1
1689;sim-0.15-0.3-30-0.3-2-0.5-0.8-20 ;4;Data;61828;206;1870;0.110160425;0.648396;0.34604695;0.6358457;0.47393557;0.18355122;0.029623164;84145.63;92174.76;62718.445;7.084777;13.5638485;16.952406;129;26.467121;42;28.321888;45;13.661638;28;2.012848;10;172.50803;462;1;5.35E-04;82;21;73;98;129;73;169;107;38;4;6585;152;1863;0.081588835;0.76737154;0.32221866;0.09106579;0.06728649;0.022720736;0.005600466;12453.947;13756.579;7394.737;16.934185;467.54678;935.09357;2521;5.2797356;12;5.237069;12;2.1147542;9;1.0695364;4;52.36283;179;1807;0.96994096;66;69;80;68;99;45;72;24;1;1;11036;205;1496;0.13703209;0.5481758;0.422993;0.058411825;0.0740184;0.06329753;0.016464557;10263.415;10463.415;11117.073;31.459455;377.59766;755.0583;5840;8.623563;18;10.005377;18;7.2526884;14;3.2658958;9;52.221676;136;4006;2.6778076;70;21;64;82;94;76;182;110;71;39;13;1
1694;sim-0.15-0.3-30-0.3-2-0.5-1-20 ;4;Data;119564;175;2366;0.0739645;0.60012037;0.35796502;0.8472656;0.72115135;0.394602;0.083140895;167960;176274.28;122685.71;5.5493536;8.682135;14.425247;114;21.847517;44;25.415255;47;14.056123;28;2.7597294;12;238.6923;564;1;4.23E-04;54;20;11;51;94;83;148;122;60;5;9547;156;2305;0.06767896;0.556204;0.34071356;0.080983326;0.07200967;0.03344023;0.007827994;16019.23;17205.129;11596.154;17.326027;578.3165;1155.6354;3235;6.4480286;19;6.325784;16;2.8754513;9;1.2703583;4;65.5461;236;2260;0.9804772;65;37;37;40;82;47;95;70;67;1;11704;173;1947;0.08885465;0.49452782;0.43899912;0.027494062;0.042747416;0.05705364;0.027773686;8179.191;8161.8496;8722.543;26.410088;488.98364;490.35312;5191;6.4547415;15;8.150516;18;5.7515526;14;3.4373672;10;66.54386;152;3680;1.8900874;47;24;15;64;65;89;129;138;63;47;24;2
