 ,image,tot_root_length,n_primary,tot_prim_length,mean_prim_length,mean_prim_diameter,mean_lat_density,n_laterals,tot_lat_length,mean_lat_length,mean_lat_diameter,mean_lat_angle
7537,sim-16-1-0.01-0.4-6-1-0.3-4-20.rsml,14854.027,17,2467,145.849,2.093,0.21,278,12224,44.513,1.001,41.166
7538,sim-16-1-0.04-0.4-4-1-0.4-5-10.rsml,791.248,7,371,53.698,1.216,0.313,29,401,14.323,0.562,41.254
7539,sim-10-4-0.01-0.4-6-1-0.4-1-10.rsml,1022.685,28,810,29.494,1.163,0.312,25,184,7.875,0.561,45.461
7540,sim-16-4-0.01-0.3-6-0.8-0.4-4-20.rsml,54102.746,40,9611,240.744,1.672,0.189,1187,43825,37.467,0.566,31.606
7541,sim-16-2.5-0.04-0.3-4-0.8-0.3-5-20.rsml,43673.242,40,6028,151.162,1.945,0.304,986,37101,38.161,0.716,27.242
7542,sim-16-1-0.04-0.2-6-1.2-0.2-4-10.rsml,152.851,6,150,25.475,0.612,0,0,0,0,0,0
7543,sim-10-4-0.04-0.3-4-1.2-0.4-3-10.rsml,1103.731,28,834,30.285,1.172,0.429,38,237,6.731,0.442,56.068
7544,sim-10-1-0.04-0.3-4-0.8-0.4-4-20.rsml,12674.626,17,2113,124.92,2.797,0.291,317,10372,33.284,1.018,25.19
7545,sim-10-1-0.01-0.2-6-1-0.3-5-20.rsml,3461.89,16,1495,94.008,2.811,0.216,122,1897,16.047,0.755,44.761
7546,sim-16-2.5-0.025-0.4-6-1.2-0.3-4-20.rsml,34154.512,40,5762,144.499,1.662,0.222,686,28003,41.362,0.792,47.652
7547,sim-10-2.5-0.01-0.3-4-1.2-0.3-2-20.rsml,16082.351,40,3938,99.059,2.197,0.302,560,11814,21.643,0.815,55.275
7548,sim-10-2.5-0.01-0.2-6-0.8-0.2-3-20.rsml,4100.599,40,2325,58.59,1.828,0.261,149,1686,11.792,0.546,34.854
7549,sim-10-2.5-0.04-0.3-4-1.2-0.3-4-10.rsml,387.498,15,343,23.341,0.903,0.486,5,33,7.475,0.381,65.525
7550,sim-16-4-0.04-0.2-4-1-0.4-2-10.rsml,2098.852,28,1482,53.454,1.255,0.354,75,562,8.028,0.337,45.311
7551,sim-16-2.5-0.04-0.3-6-1.2-0.2-5-20.rsml,12276.543,40,3859,96.907,1.857,0.218,349,8219,24.07,0.728,50.016
7552,sim-10-4-0.025-0.2-6-1.2-0.4-2-20.rsml,19249.822,40,7042,176.602,2.672,0.208,646,11847,18.863,0.636,50.446
7553,sim-10-4-0.01-0.2-4-1-0.3-3-20.rsml,16807.355,40,5426,136.117,2.661,0.329,712,11003,15.959,0.656,43.141
7554,sim-10-4-0.04-0.4-4-1.2-0.4-4-10.rsml,1193.232,28,838,30.476,1.158,0.433,44,319,7.725,0.542,49.852
7555,sim-16-4-0.025-0.3-6-1-0.3-3-10.rsml,1187.403,28,979,35.568,0.881,0.314,28,177,6.839,0.345,53.574
7556,sim-16-2.5-0.025-0.3-4-1-0.2-3-20.rsml,19686.359,40,4088,102.659,1.969,0.31,610,15265,25.541,0.765,40.568
7557,sim-10-4-0.01-0.4-4-1.2-0.2-4-20.rsml,14451.303,40,3721,93.565,2.17,0.317,537,10437,19.942,1,58.558
7558,sim-16-1-0.025-0.4-6-1.2-0.4-4-10.rsml,567.039,7,340,49.048,1.17,0.223,16,215,13.982,0.543,53.296
7559,sim-10-1-0.025-0.4-6-0.8-0.3-3-10.rsml,166.494,6,143,24.477,0.923,0.357,3,18,6.544,0.446,31.075
7560,sim-16-4-0.01-0.2-4-0.8-0.2-3-20.rsml,21912.195,40,5892,147.753,2.136,0.327,837,15569,19.118,0.561,33.62
7561,sim-16-1-0.04-0.2-6-1.2-0.2-5-10.rsml,140.277,6,136,23.38,0.594,0,0,0,0,0,0
7562,sim-10-1-0.01-0.2-6-1.2-0.3-1-10.rsml,130.075,6,126,21.679,0.88,0,0,0,0,0,0
7563,sim-16-1-0.025-0.3-6-1.2-0.2-5-10.rsml,146.005,6,134,22.965,0.584,0,1,8,8.218,0.266,69.326
7564,sim-16-1-0.04-0.3-4-1.2-0.4-3-20.rsml,29828.061,17,3322,195.995,2.209,0.285,578,26191,45.841,0.797,41.561
7565,sim-10-1-0.025-0.3-4-1-0.3-5-10.rsml,173.367,6,151,25.649,0.963,0.395,3,17,6.49,0.394,36.025
7566,sim-16-1-0.025-0.2-4-0.8-0.2-3-10.rsml,149.383,6,140,24.004,0.597,0,1,5,5.362,0.217,14.974
7567,sim-16-2.5-0.01-0.3-6-1.2-0.3-4-20.rsml,27160.232,40,6111,153.305,2.21,0.223,659,20699,31.909,0.818,53.353
7568,sim-16-4-0.025-0.4-4-1.2-0.3-3-20.rsml,59813.113,40,7344,184.104,1.299,0.294,1435,51674,36.55,0.579,49.749
7569,sim-16-2.5-0.01-0.3-4-1.2-0.4-2-20.rsml,48348.914,40,6791,170.195,1.893,0.292,1199,40912,34.646,0.68,54.477
7570,sim-10-1-0.04-0.3-4-1.2-0.2-4-10.rsml,91.972,6,88,15.329,0.583,0,0,0,0,0,0
7571,sim-10-1-0.01-0.4-4-0.8-0.3-2-20.rsml,8253.123,16,1510,94.869,2.847,0.324,226,6617,29.802,1.366,30.112
7572,sim-10-2.5-0.025-0.4-4-1-0.4-5-20.rsml,30362.852,40,4387,110.094,1.867,0.333,758,25563,34.247,0.881,37.055
7573,sim-10-2.5-0.01-0.3-4-1.2-0.3-1-10.rsml,339.357,15,318,21.74,0.868,0.56,3,11,4.417,0.367,60.416
7574,sim-10-1-0.01-0.2-6-1-0.2-1-10.rsml,88.647,6,86,14.775,0.606,0,0,0,0,0,0
7575,sim-16-2.5-0.01-0.4-6-1.2-0.4-5-10.rsml,1374.98,17,869,51.696,1.243,0.243,43,475,11.538,0.573,60.141
7576,sim-16-1-0.025-0.3-6-0.8-0.2-4-10.rsml,170.16,6,153,26.035,0.633,0.346,2,13,6.975,0.281,31.07
7577,sim-10-1-0.04-0.2-4-1.2-0.4-2-20.rsml,8475.567,17,2150,126.932,3.832,0.296,286,6167,22.09,0.985,47.621
7578,sim-16-2.5-0.01-0.2-6-1-0.4-4-10.rsml,1049.087,17,834,49.593,1.184,0.285,28,190,7.358,0.322,53.6
7579,sim-16-4-0.04-0.3-6-0.8-0.2-4-10.rsml,614.326,24,556,23.647,0.59,0.365,6,44,7.798,0.259,32.636
7580,sim-10-2.5-0.025-0.2-4-1-0.4-4-20.rsml,20014.75,40,4976,124.922,2.855,0.327,686,14672,21.892,0.726,39.485
7581,sim-16-4-0.025-0.2-4-1.2-0.2-1-20.rsml,19703.572,40,5853,146.975,2.07,0.314,801,13404,17.259,0.549,54.063
7582,sim-10-2.5-0.04-0.4-6-1-0.2-4-20.rsml,6530.965,37,2325,63.376,1.854,0.235,199,4088,21.036,0.914,36.262
7583,sim-16-1-0.025-0.4-4-1.2-0.3-4-10.rsml,394.251,7,241,35.226,0.886,0.406,17,139,8.686,0.428,54.902
7584,sim-10-1-0.025-0.3-4-1-0.3-4-10.rsml,156.165,6,139,23.667,0.914,0.52,2,13,7.082,0.381,28.054
7585,sim-10-4-0.01-0.3-4-0.8-0.2-1-20.rsml,12182.624,40,3656,91.953,2.131,0.316,495,8253,17.181,0.782,32.548
7586,sim-10-4-0.025-0.3-6-1-0.3-4-10.rsml,588.152,24,542,23.086,0.875,0.363,5,32,6.817,0.369,39.28
7587,sim-16-4-0.01-0.2-4-1-0.4-4-20.rsml,62163.109,40,10517,263.39,2.127,0.286,1881,50644,27.447,0.503,41.615
7588,sim-10-2.5-0.025-0.4-6-1-0.2-1-10.rsml,213.591,15,207,14.239,0.619,0,0,0,0,0,0
7589,sim-10-1-0.025-0.3-6-0.8-0.3-1-10.rsml,154.886,6,137,23.293,0.87,0.364,2,14,7.565,0.378,40.885
7590,sim-16-1-0.025-0.4-6-1-0.3-1-20.rsml,17749.775,17,2619,154.555,1.977,0.202,300,14963,50.408,0.937,34.774
7591,sim-10-2.5-0.04-0.4-6-0.8-0.2-5-10.rsml,216.496,15,209,14.433,0.62,0,0,0,0,0,0
7592,sim-16-1-0.01-0.3-4-1-0.4-1-10.rsml,526.678,7,335,48.337,1.158,0.323,21,176,8.968,0.431,41.497
7593,sim-16-2.5-0.04-0.4-6-1.2-0.3-3-20.rsml,35756.848,40,5729,143.641,1.707,0.226,693,29654,43.306,0.817,42.987
7594,sim-16-1-0.04-0.3-4-0.8-0.2-4-20.rsml,8290.295,16,1658,104.059,1.951,0.307,246,6492,26.932,0.756,28.517
7595,sim-16-1-0.01-0.2-6-1-0.3-4-10.rsml,303.237,7,258,37.459,0.939,0.31,6,38,6.838,0.271,40.073
7596,sim-10-4-0.01-0.2-6-1.2-0.3-5-20.rsml,13861.327,40,5665,142.146,2.779,0.216,529,7914,15.455,0.681,57.961
7597,sim-10-2.5-0.025-0.3-6-1.2-0.4-4-10.rsml,564.421,17,492,29.601,1.121,0.322,12,58,5.101,0.427,51.403
7598,sim-16-1-0.01-0.4-6-1-0.4-1-20.rsml,22363.645,17,3001,177.054,1.885,0.208,363,19157,53.316,0.885,40.649
7599,sim-10-2.5-0.01-0.4-4-1.2-0.3-1-20.rsml,18421.867,40,3615,90.884,2.14,0.311,544,14509,27.181,1.029,57.528
7600,sim-10-4-0.04-0.4-4-0.8-0.4-3-20.rsml,44254.629,40,6184,155.023,1.745,0.286,1071,37487,35.531,0.768,25.634
7601,sim-16-1-0.01-0.3-4-1-0.2-3-10.rsml,158.715,6,137,23.208,0.595,0.387,3,18,6.49,0.26,38.364
7602,sim-10-1-0.01-0.3-4-1.2-0.2-5-20.rsml,3054.634,16,1032,65.016,1.987,0.293,128,1949,15.737,0.785,56.737
7603,sim-10-1-0.025-0.4-6-1-0.2-5-20.rsml,3027.248,16,1048,66.035,2.015,0.245,90,1928,21.897,1.006,39.638
7604,sim-10-4-0.01-0.2-6-1.2-0.2-2-20.rsml,6293.512,40,3488,87.742,2.028,0.247,252,2654,11.047,0.551,57.859
7605,sim-16-4-0.025-0.2-6-1.2-0.3-3-20.rsml,30821.064,40,9032,226.314,2.164,0.189,888,21298,24.514,0.528,50.152
7606,sim-16-4-0.04-0.2-4-1.2-0.4-5-10.rsml,1905.802,28,1419,51.103,1.189,0.344,69,442,6.883,0.324,52.344
7607,sim-16-1-0.025-0.2-4-0.8-0.3-4-10.rsml,296.707,7,233,33.735,0.858,0.47,8,56,7.57,0.271,37.262
7608,sim-10-4-0.01-0.4-4-1.2-0.4-5-10.rsml,1302.388,28,837,30.485,1.253,0.451,54,425,8.311,0.585,56.474
7609,sim-16-2.5-0.04-0.2-6-1.2-0.4-1-20.rsml,31531.803,40,7861,197.12,2.296,0.199,784,23229,30.162,0.578,46.357
7610,sim-16-1-0.01-0.3-4-1-0.2-3-20.rsml,6936.052,16,1569,98.634,1.903,0.309,223,5243,24.027,0.744,45.648
7611,sim-16-2.5-0.04-0.4-6-1-0.3-5-10.rsml,788.341,17,583,34.806,0.856,0.308,20,184,9.832,0.427,45.264
7612,sim-16-1-0.04-0.4-6-1.2-0.3-5-10.rsml,331.013,7,258,37.601,0.917,0.281,8,63,8.476,0.448,51.165
7613,sim-10-4-0.025-0.3-4-0.8-0.2-3-10.rsml,356.611,24,338,14.576,0.586,0,1,6,6.782,0.273,42.932
7614,sim-10-1-0.01-0.2-4-0.8-0.4-4-10.rsml,223.382,7,203,29.421,1.131,0.273,3,16,5.811,0.331,31.261
7615,sim-10-2.5-0.025-0.2-4-1.2-0.2-5-10.rsml,217.599,15,210,14.507,0.612,0,0,0,0,0,0
7616,sim-10-4-0.025-0.2-4-1-0.2-1-20.rsml,8520.833,40,3650,91.788,2.11,0.317,392,4666,12.371,0.571,43.075
7617,sim-10-2.5-0.01-0.4-6-1-0.4-2-10.rsml,661.031,17,508,30.367,1.195,0.303,16,137,9.049,0.58,45.311
7618,sim-10-1-0.025-0.2-4-1-0.2-4-10.rsml,86.432,6,83,14.405,0.606,0,0,0,0,0,0
7619,sim-10-2.5-0.04-0.3-4-0.8-0.3-5-20.rsml,17536.82,40,3770,94.81,2.454,0.323,546,13457,25.173,0.92,26.542
7620,sim-16-4-0.025-0.2-4-1.2-0.2-3-20.rsml,20029.629,40,5940,149.018,2.106,0.312,823,13643,17.095,0.554,51.739
7621,sim-10-2.5-0.01-0.2-4-1-0.4-3-20.rsml,20005.529,40,5171,129.737,2.668,0.328,711,14445,20.838,0.678,42.521
7622,sim-16-1-0.025-0.2-4-1.2-0.2-4-10.rsml,162.962,6,153,26.034,0.628,0,1,6,6.757,0.212,72.226
7623,sim-10-2.5-0.025-0.4-6-0.8-0.2-5-10.rsml,213.972,15,208,14.265,0.606,0,0,0,0,0,0
7624,sim-10-1-0.01-0.2-4-0.8-0.2-2-10.rsml,88.661,6,86,14.777,0.606,0,0,0,0,0,0
7625,sim-16-4-0.04-0.4-4-0.8-0.4-2-10.rsml,3435.776,28,1490,53.879,1.265,0.334,128,1858,15.056,0.574,28.874
7626,sim-10-1-0.01-0.4-6-1-0.3-1-20.rsml,6080.287,16,1499,94.131,2.875,0.241,163,4491,28.062,1.376,41.098
7627,sim-16-4-0.01-0.4-4-1-0.3-1-20.rsml,60486.324,40,7464,187.024,1.325,0.287,1414,52283,37.486,0.592,41.783
7628,sim-10-4-0.01-0.4-6-0.8-0.4-2-20.rsml,30524.893,40,6293,157.776,2.045,0.195,702,23841,34.493,0.897,31.111
7629,sim-16-2.5-0.025-0.4-4-1-0.2-1-20.rsml,23590.828,40,4026,101.127,1.668,0.315,611,19225,31.99,0.824,39.998
7630,sim-10-4-0.01-0.4-4-1-0.3-2-10.rsml,766.492,24,597,25.378,0.963,0.479,24,145,6.559,0.468,49.805
7631,sim-16-2.5-0.01-0.2-4-0.8-0.3-4-20.rsml,31174.553,40,6162,154.584,2.227,0.304,929,24516,26.901,0.589,32.443
7632,sim-10-1-0.01-0.3-4-0.8-0.3-2-10.rsml,164.39,6,146,24.885,0.923,0.528,2,14,7.54,0.398,34.15
7633,sim-10-1-0.025-0.4-6-0.8-0.3-2-20.rsml,6253.125,16,1520,95.467,2.827,0.216,151,4644,31.296,1.367,28.285
7634,sim-10-1-0.025-0.2-6-0.8-0.3-4-20.rsml,4353.74,16,1657,104.067,3.07,0.197,137,2618,19.625,0.815,31.557
7635,sim-10-4-0.025-0.2-6-0.8-0.3-3-10.rsml,611.093,24,602,25.462,0.948,0,0,0,0,0,0
7636,sim-16-1-0.01-0.2-6-1.2-0.4-4-10.rsml,414.508,7,329,47.583,1.158,0.233,11,77,7.403,0.323,63.596
7637,sim-10-1-0.01-0.2-6-1-0.3-4-20.rsml,3920.542,16,1575,98.927,2.949,0.23,135,2262,17.316,0.789,42.445
7638,sim-16-4-0.04-0.3-4-1-0.2-1-20.rsml,31372.838,40,5967,149.699,1.835,0.3,962,24895,26.388,0.66,38.214
7639,sim-16-2.5-0.025-0.3-6-1-0.4-1-10.rsml,1200.604,17,829,49.393,1.16,0.272,35,347,10.312,0.433,42.541
7640,sim-16-4-0.025-0.3-6-0.8-0.2-5-10.rsml,637.193,24,564,24.065,0.601,0.383,8,56,7.454,0.258,37.658
7641,sim-16-1-0.01-0.2-6-1.2-0.3-4-10.rsml,269.423,7,242,35.213,0.874,0.231,4,20,5.732,0.269,60.626
7642,sim-10-2.5-0.04-0.3-4-0.8-0.4-4-10.rsml,662.83,17,513,30.586,1.158,0.394,22,133,6.494,0.437,32.522
7643,sim-16-1-0.04-0.2-6-0.8-0.3-1-10.rsml,285.024,7,250,36.22,0.881,0.24,5,28,6.298,0.265,24.529
7644,sim-10-4-0.025-0.2-6-1.2-0.3-3-10.rsml,589.153,24,577,24.548,0.937,0,0,0,0,0,0
7645,sim-10-4-0.025-0.4-4-1.2-0.2-5-10.rsml,387.011,24,353,15.124,0.612,0,4,23,6.007,0.344,60.045
7646,sim-16-4-0.01-0.3-4-0.8-0.4-1-10.rsml,2372.008,28,1381,49.869,1.175,0.349,90,932,10.841,0.438,35.593
7647,sim-10-4-0.04-0.4-4-0.8-0.2-5-20.rsml,17340.842,40,3858,97.028,2.187,0.314,563,13160,23.907,1.005,27.837
7648,sim-16-4-0.025-0.4-6-1-0.4-5-20.rsml,64578.477,40,9069,227.213,1.588,0.19,1203,54856,46.126,0.697,36.628
7649,sim-10-1-0.04-0.3-6-0.8-0.2-5-20.rsml,2505.343,16,981,61.786,1.893,0.223,84,1477,18.057,0.749,28.88
7650,sim-16-4-0.01-0.4-6-1.2-0.2-1-10.rsml,659.494,24,579,24.578,0.616,0.458,12,64,5.802,0.314,68.4
7651,sim-10-2.5-0.025-0.2-6-1.2-0.3-3-20.rsml,8091.326,40,3620,91.007,2.732,0.222,294,4305,15.14,0.737,51.214
7652,sim-16-4-0.04-0.2-6-1.2-0.2-4-20.rsml,15710.595,40,5890,147.787,2.072,0.215,566,9506,17.313,0.548,50.336
7653,sim-16-1-0.04-0.4-6-1-0.4-1-20.rsml,23640.119,17,3053,180.092,2.134,0.205,355,20389,57.968,1.001,32.93
7654,sim-10-2.5-0.04-0.4-6-1-0.3-3-20.rsml,16371.059,40,3887,97.714,2.227,0.212,386,12269,32.286,1.069,32.791
7655,sim-16-4-0.01-0.3-6-0.8-0.3-2-20.rsml,41383.457,40,8276,207.487,1.72,0.199,971,32563,34.072,0.593,31.876
7656,sim-16-4-0.01-0.4-4-0.8-0.4-1-20.rsml,75257.531,40,8164,204.531,1.288,0.282,1577,66259,42.534,0.57,31.531
7657,sim-16-1-0.025-0.3-4-1.2-0.3-2-20.rsml,16002.236,17,2437,144.002,2.435,0.319,389,13348,34.844,0.908,50.712
7658,sim-16-2.5-0.025-0.2-4-1.2-0.3-1-10.rsml,707.591,17,592,35.413,0.909,0.395,18,98,5.865,0.279,48.09
7659,sim-10-1-0.01-0.3-6-1.2-0.2-3-20.rsml,2219.838,16,993,62.612,1.912,0.226,77,1178,15.819,0.761,57.394
7660,sim-16-4-0.025-0.4-4-1.2-0.3-4-20.rsml,59764.547,40,7554,189.377,1.36,0.273,1373,51466,38.011,0.609,49.486
7661,sim-16-4-0.01-0.4-4-0.8-0.2-2-10.rsml,773.73,24,609,25.799,0.62,0.464,20,145,7.728,0.322,34.007
7662,sim-10-4-0.01-0.3-6-1.2-0.4-4-20.rsml,25111.963,40,6776,169.936,2.392,0.197,716,17941,25.579,0.808,53.638
7663,sim-10-2.5-0.04-0.4-4-1.2-0.3-4-20.rsml,21189.811,40,3774,94.791,1.903,0.304,562,17116,30.958,0.913,43.614
7664,sim-16-2.5-0.04-0.4-6-1-0.4-4-20.rsml,49879.141,40,6703,168.103,1.706,0.205,857,42689,50.356,0.797,33.852
7665,sim-16-4-0.04-0.2-4-1.2-0.4-3-20.rsml,58561.254,40,10567,264.786,2.105,0.262,1706,47098,28.118,0.5,46.163
7666,sim-16-2.5-0.04-0.4-4-1-0.4-5-10.rsml,1647.559,17,826,49.18,1.142,0.343,63,777,12.881,0.531,40.703
7667,sim-10-1-0.01-0.2-6-1-0.3-1-20.rsml,3660.818,16,1526,95.972,2.893,0.225,130,2059,16.348,0.777,43.341
7668,sim-16-4-0.01-0.4-6-1-0.4-3-20.rsml,57765.73,40,8621,216.061,1.427,0.199,1169,48514,42.022,0.63,42.292
7669,sim-10-4-0.025-0.3-6-1-0.2-2-10.rsml,352.069,24,342,14.67,0.589,0,0,0,0,0,0
7670,sim-10-2.5-0.01-0.2-4-0.8-0.3-1-10.rsml,335.294,15,321,22.051,0.858,0,1,4,4.531,0.283,54.456
7671,sim-10-4-0.04-0.4-6-1.2-0.3-5-10.rsml,666.419,24,586,24.901,0.933,0.357,12,62,5.733,0.457,42.701
7672,sim-16-4-0.04-0.2-6-1-0.4-2-20.rsml,48386.016,40,10889,272.766,2.175,0.185,1223,36830,30.642,0.513,36.168
7673,sim-10-1-0.04-0.3-4-1.2-0.4-2-20.rsml,13095.039,17,2166,127.798,2.862,0.302,339,10754,32.22,1.042,42.921
7674,sim-16-4-0.025-0.2-4-0.8-0.3-1-20.rsml,42384.898,40,8497,212.962,2.044,0.28,1279,33201,26.479,0.504,31.019
7675,sim-10-2.5-0.04-0.3-6-1-0.2-2-20.rsml,5721.731,40,2501,63.013,1.919,0.217,187,3111,17.119,0.764,39.314
7676,sim-10-4-0.01-0.3-4-0.8-0.2-2-10.rsml,370.555,24,335,14.397,0.599,0,4,23,6.254,0.288,38.59
7677,sim-16-1-0.01-0.4-6-0.8-0.3-3-10.rsml,338.605,7,246,35.657,0.907,0.204,9,86,9.89,0.449,31.55
7678,sim-16-4-0.04-0.4-4-1-0.2-3-10.rsml,790.469,24,595,25.333,0.643,0.503,24,171,7.603,0.331,39.397
7679,sim-10-2.5-0.01-0.3-6-1.2-0.3-5-10.rsml,365.682,15,336,22.806,0.895,0.382,3,22,7.862,0.373,60.387
7680,sim-10-4-0.01-0.3-6-1.2-0.4-2-10.rsml,978.87,28,817,29.723,1.202,0.335,20,138,7.331,0.454,56.469
7681,sim-16-2.5-0.04-0.2-4-1-0.3-5-20.rsml,31179.58,40,6397,160.413,2.273,0.291,907,24282,27.302,0.596,36.732
7682,sim-16-1-0.04-0.3-6-0.8-0.2-1-20.rsml,5514.127,16,1614,101.363,1.904,0.196,145,3823,26.844,0.748,28.593
7683,sim-16-4-0.01-0.3-4-0.8-0.4-3-10.rsml,2604.475,28,1435,51.864,1.249,0.332,104,1099,11.08,0.461,32.23
7684,sim-10-1-0.025-0.2-6-1.2-0.4-2-10.rsml,216.97,7,214,30.996,1.149,0,0,0,0,0,0
7685,sim-16-4-0.01-0.3-6-1-0.3-2-10.rsml,1267.761,28,1016,36.906,0.938,0.308,29,221,8.083,0.366,44.538
7686,sim-10-4-0.01-0.4-4-0.8-0.2-5-20.rsml,15336.42,40,3630,91.258,2.128,0.322,531,11397,22.008,0.982,31.993
7687,sim-10-1-0.025-0.3-4-0.8-0.4-1-20.rsml,13124.401,17,2171,128.241,2.873,0.288,327,10767,33.469,1.04,27.697
7688,sim-16-4-0.025-0.2-6-1.2-0.4-1-10.rsml,1649.601,28,1345,48.522,1.147,0.288,42,269,6.928,0.315,54.761
7689,sim-16-1-0.04-0.3-4-1-0.3-2-20.rsml,19463.258,17,2582,152.525,2.562,0.32,434,16633,38.872,0.947,35.56
7690,sim-16-2.5-0.01-0.2-4-1.2-0.2-2-20.rsml,12216.3,40,3877,97.366,1.882,0.344,515,8066,16.159,0.54,60.842
7691,sim-16-2.5-0.04-0.4-6-0.8-0.2-3-20.rsml,18375.551,40,4001,100.495,1.897,0.219,421,14125,34.099,0.943,27.64
7692,sim-16-1-0.01-0.4-4-1-0.2-4-10.rsml,184.156,6,136,23.228,0.594,0.501,6,42,7.465,0.313,49.206
7693,sim-16-4-0.01-0.2-6-1-0.3-5-10.rsml,1111.844,28,973,35.32,0.883,0.27,19,115,6.468,0.269,47.826
7694,sim-10-1-0.025-0.3-6-1.2-0.2-4-20.rsml,2420.133,16,1048,65.913,1.986,0.201,81,1324,16.858,0.796,52.989
7695,sim-16-4-0.04-0.2-6-0.8-0.4-5-20.rsml,48376.598,40,10768,269.691,2.139,0.184,1186,36956,31.694,0.506,28.127
7696,sim-16-1-0.025-0.2-6-1-0.3-5-10.rsml,305.119,7,269,38.989,0.945,0.241,5,30,6.439,0.279,40.035
7697,sim-10-1-0.04-0.2-4-1.2-0.2-1-10.rsml,88.52,6,86,14.753,0.586,0,0,0,0,0,0
7698,sim-16-2.5-0.01-0.3-6-0.8-0.2-3-20.rsml,14446.767,40,4064,102.107,1.983,0.229,398,10153,26.036,0.771,32.052
7699,sim-16-4-0.01-0.4-4-1-0.2-3-10.rsml,694.63,24,523,22.338,0.582,0.497,24,147,6.604,0.299,45.397
7700,sim-16-4-0.01-0.2-4-0.8-0.3-1-20.rsml,42424.043,40,8338,208.948,2.019,0.303,1353,33376,25.178,0.5,32.526
7701,sim-16-4-0.025-0.3-6-1.2-0.2-5-10.rsml,632.108,24,590,25.168,0.636,0.396,9,25,3.12,0.274,58.444
7702,sim-16-2.5-0.01-0.3-4-1.2-0.4-1-20.rsml,47160.371,40,6815,170.945,1.621,0.286,1174,39708,34.346,0.585,54.819
7703,sim-10-2.5-0.025-0.3-6-0.8-0.4-5-10.rsml,597.036,17,510,30.61,1.175,0.362,12,71,6.389,0.444,32.422
7704,sim-16-2.5-0.025-0.4-4-0.8-0.3-1-10.rsml,990.441,17,592,35.355,0.874,0.395,36,372,10.817,0.423,33.103
7705,sim-10-4-0.04-0.2-6-1-0.2-3-20.rsml,6755.849,40,3618,91.009,2.075,0.254,247,2993,12.613,0.561,39.314
7706,sim-16-2.5-0.01-0.3-4-1.2-0.3-5-10.rsml,790.56,17,592,35.367,0.891,0.447,28,172,6.762,0.342,59.368
7707,sim-10-2.5-0.04-0.2-6-1.2-0.3-2-10.rsml,336.548,15,329,22.437,0.855,0,0,0,0,0,0
7708,sim-10-1-0.04-0.3-6-0.8-0.4-2-20.rsml,9648.827,17,2174,128.283,3.377,0.213,220,7352,33.946,1.225,24.853
7709,sim-10-4-0.04-0.4-4-1.2-0.3-5-10.rsml,747.613,24,585,24.871,0.92,0.491,24,139,6.279,0.457,56.781
7710,sim-10-1-0.04-0.4-6-0.8-0.2-4-20.rsml,3115.628,16,1004,63.432,1.906,0.226,89,2051,23.603,0.967,29.645
7711,sim-10-1-0.04-0.3-4-1-0.4-5-20.rsml,13328.579,17,2155,127.168,2.833,0.328,342,10999,32.651,1.031,33.447
7712,sim-10-1-0.01-0.4-4-0.8-0.4-4-20.rsml,15297.322,16,1986,124.579,2.215,0.34,344,13110,38.675,1.036,31.634
7713,sim-16-1-0.04-0.2-4-1-0.2-1-10.rsml,162.682,6,153,25.995,0.625,0,1,6,6.713,0.211,46.594
7714,sim-10-1-0.025-0.2-4-0.8-0.2-2-10.rsml,90.56,6,88,15.093,0.578,0,0,0,0,0,0
7715,sim-10-1-0.04-0.3-6-0.8-0.3-4-20.rsml,4929.129,16,1511,94.952,2.82,0.206,136,3341,25.073,1.054,25.776
7716,sim-10-2.5-0.04-0.3-4-1.2-0.4-4-20.rsml,27449.799,40,4900,123.037,2.318,0.328,765,22111,29.449,0.837,44.039
7717,sim-16-1-0.025-0.4-4-1-0.4-2-20.rsml,30557.762,16,2899,181.675,1.892,0.287,522,27378,52.971,0.887,35.604
7718,sim-16-2.5-0.025-0.2-4-0.8-0.4-4-10.rsml,1096.031,17,806,48.079,1.145,0.38,38,260,7.334,0.317,30.175
7719,sim-16-1-0.01-0.3-4-1-0.2-4-20.rsml,8062.361,16,1700,106.825,2.056,0.311,255,6217,24.914,0.793,43.559
7720,sim-10-1-0.025-0.3-4-1-0.4-2-20.rsml,13020.467,16,2211,138.857,3.094,0.288,328,10625,32.923,1.124,34.977
7721,sim-10-2.5-0.04-0.3-6-0.8-0.3-5-20.rsml,11847.688,40,3730,93.802,2.778,0.206,327,7922,24.757,1.043,26.4
7722,sim-16-2.5-0.04-0.2-4-0.8-0.3-3-10.rsml,790.81,17,644,38.487,0.939,0.42,19,127,7.186,0.28,30.028
7723,sim-10-2.5-0.01-0.4-4-1.2-0.3-5-20.rsml,19661.049,40,3754,94.362,1.99,0.311,589,15581,26.972,0.958,55.371
7724,sim-10-4-0.04-0.3-6-1.2-0.3-3-10.rsml,611.012,24,570,24.217,0.907,0.366,5,27,5.962,0.371,45.433
7725,sim-10-4-0.01-0.3-6-0.8-0.3-2-10.rsml,591.438,24,551,23.438,0.907,0.338,4,27,7.231,0.372,26.507
7726,sim-10-1-0.04-0.4-4-0.8-0.2-2-20.rsml,4393.231,16,1069,67.197,2.025,0.306,141,3245,23.532,1.009,27.057
